Order,PID,MS SubClass,SalePrice
273,907414030,20,185500
274,908102060,30,84900
275,908102110,20,155891
276,908102130,90,100000
277,908102170,20,144000
278,908102300,50,64000
279,908103350,80,125200
280,908152080,80,107000
281,908203100,20,90000
282,908208020,20,140000
283,908225320,50,113000
284,908226130,190,80000
285,908275300,20,144500
286,909100080,30,104000
287,909100110,70,128000
288,909101070,30,58500
289,909176140,50,127000
290,909176150,30,126000
291,909177100,90,160000
292,909250030,50,100000
293,909250060,50,169000
294,909281080,50,257500
295,909426080,90,215000
296,909427230,70,266500
297,909428280,20,335000
298,909452114,80,203135
299,909455030,120,185000
300,909455040,120,162500
301,909475140,20,289000
302,910202060,50,125500
303,910203250,30,82000
304,910205120,50,110000
305,911128180,50,68400
306,911202100,50,102776
307,911204090,20,55993
308,911204100,30,50138
309,911370510,120,246000
310,914467040,60,254900
311,914475090,80,190000
312,914476520,20,201000
313,914478045,80,169900
314,914478110,90,170000
315,916125360,20,160000
316,916386010,20,220000
317,916386020,20,179781
318,916386060,60,174000
319,916386090,60,269500
320,916455170,60,214900
321,916475110,60,202900
322,921128020,20,378500
323,923201020,20,169000
324,923202105,20,173500
325,923204150,90,139000
326,923205015,20,166500
327,923225300,160,83500
328,923225390,120,119500
329,923225440,160,85000
330,923226250,160,76000
331,923226320,180,75500
332,923228270,160,88250
333,923228370,160,85500
334,923230190,20,130000
335,923251080,20,157900
336,923276030,20,149900
337,923276250,90,159000
338,923426070,60,136000
339,924100050,50,161000
340,924151040,20,285000
341,924152030,60,231000
342,526302110,20,124500
343,526351100,20,157000
344,526355080,80,345000
345,527105070,60,189500
346,527105130,60,270000
347,527107130,80,189000
348,527108070,20,377500
349,527110020,80,168500
350,527127100,120,375000
351,527131030,120,278000
352,527132090,120,240000
353,527146010,120,239500
354,527161040,80,177500
355,527162110,60,185000
356,527162120,60,191000
357,527163040,60,178000
358,527163070,60,185000
359,527163130,60,181316
360,527164020,20,166000
361,527164060,60,178000
362,527164090,60,174000
363,527165130,20,173000
364,527166010,60,225000
365,527180100,20,180500
366,527182110,120,187500
367,527214050,20,501837
368,527254020,20,372500
369,527258020,20,260000
370,527276160,60,185000
371,527301320,60,260000
372,527302175,20,181000
373,527326040,20,82500
374,527326150,20,215000
375,527352150,60,154000
376,527353020,20,200000
377,527353060,60,249000
378,527354100,80,187500
379,527354200,20,184000
380,527355150,20,278000
381,527356040,20,157000
382,527359050,20,152000
383,527359180,60,197500
384,527364030,60,240900
385,527365030,60,263435
386,527366030,60,220000
387,527368010,60,235000
388,527375100,20,213000
389,527375180,20,167900
390,527375210,20,158000
391,527376100,20,165000
392,527378140,80,158000
393,527401160,90,136000
394,527402220,20,148500
395,527403040,20,156000
396,527404020,20,128000
397,527404030,20,143000
398,527405130,20,76500
399,527405160,20,120500
400,527405180,20,124500
401,527425060,20,97000
402,527425110,20,130000
403,527450280,160,111000
404,527451110,160,125000
405,527451320,160,112000
406,527451540,160,97000
407,527451640,160,118000
408,527451650,160,119500
409,527452060,120,143750
410,527453050,160,146000
411,527453060,160,148500
412,527453140,120,123000
413,527454050,160,147000
414,527454130,160,137900
415,527455050,160,147000
416,527455060,160,148500
417,527455080,160,138000
418,527455090,120,128500
419,527455240,20,100000
420,527455280,20,148800
421,528102040,20,337500
422,528102140,60,462000
423,528104070,60,485000
424,528106020,20,555000
425,528106070,20,325000
426,528108010,20,256300
427,528108020,20,253293
428,528108040,60,398800
429,528108070,60,335000
430,528108130,20,404000
431,528108140,20,402861
432,528110010,60,451950
433,528110020,20,610000
434,528110090,60,582933
435,528112040,20,360000
436,528116010,20,296000
437,528118060,60,409900
438,528120020,20,255500
439,528120030,20,335000
440,528120160,20,274900
441,528120170,20,300000
442,528138010,20,324000
443,528142040,60,350000
444,528142090,20,280000
445,528142130,20,284000
446,528142150,20,269500
447,528144020,20,233170
448,528166060,20,386250
449,528166090,20,445000
450,528168030,60,290000
451,528172060,20,255900
452,528174050,120,213000
453,528174060,120,196000
454,528174070,120,184500
455,528175050,120,212500
456,528175060,120,230000
457,528176030,20,552000
458,528178010,20,382500
459,528180120,120,320000
460,528180130,120,248500
461,528186010,20,286500
462,528186180,120,254000
463,528188020,120,173000
464,528188060,160,173000
465,528218090,60,184000
466,528220040,60,167800
467,528221060,60,174000
468,528221070,60,174000
469,528228290,120,174000
470,528228295,120,175900
471,528228435,120,192500
472,528228450,120,181000
473,528228455,120,180000
474,528228460,120,160200
475,528235010,60,188500
476,528235090,60,200000
477,528235200,80,170000
478,528240030,60,189500
479,528240060,80,184100
480,528240150,60,195500
481,528250020,60,192000
482,528250040,60,178000
483,528253010,120,207500
484,528275070,60,236000
485,528275160,60,257500
486,528280230,60,244000
487,528290030,80,167000
488,528290120,60,179000
489,528290180,60,190000
490,528290190,80,156000
491,528292030,60,245000
492,528292040,60,181000
493,528292070,60,214000
494,528294050,80,168000
495,528315090,60,337000
496,528321010,60,403000
497,528327070,60,327000
498,528344040,60,340000
499,528344100,60,336000
500,528354050,60,265000
501,528363050,20,315000
502,528365070,60,260000
503,528385050,60,260000
504,528387030,60,263550
505,528390100,60,402000
506,528390210,60,248000
507,528427020,20,244600
508,528431020,20,275000
509,528431070,20,257500
510,528435030,20,287090
511,528435050,20,275500
512,528439060,20,245000
513,528441020,60,253000
514,528441090,20,468000
515,528456180,60,252678
516,528456220,60,210000
517,528456240,20,208300
518,528458020,20,225000
519,528458040,20,229456
520,528458060,20,229800
521,528458140,20,250000
522,528458160,20,370878
523,528458180,20,238500
524,528477050,60,310000
525,528477070,60,270000
526,528480040,60,252000
527,528480130,60,241000
528,528480170,20,264500
529,528482040,20,291000
530,528482130,60,263000
531,528488100,20,185000
532,528490040,20,234500
533,528490070,60,209000
534,531363010,20,159000
535,531363030,20,152000
536,531363050,20,143500
537,531369010,60,193000
538,531369020,20,203000
539,531371050,20,184900
540,531375040,20,159000
541,531375090,20,142000
542,531375130,20,153000
543,531376090,20,224243
544,531379050,60,220000
545,531382070,20,257000
546,531385020,20,189000
547,531450120,60,171500
548,531452010,160,120000
549,531452070,120,145000
550,531452260,60,184000
551,531453100,60,162000
552,531475220,90,160000
553,531477020,20,82000
554,531479020,45,76000
555,532353020,20,110000
556,532353130,20,135000
557,532354160,20,141000
558,532354230,20,122000
559,532376070,20,124100
560,532376110,20,129000
561,532377130,20,131400
562,532378120,20,62383
563,532378180,20,123000
564,532478020,20,275000
565,533135020,60,235000
566,533206020,160,280750
567,533210010,160,164500
568,533210020,160,173733
569,533213010,120,222000
570,533213020,120,195000
571,533213040,160,172500
572,533221040,160,180000
573,533223030,160,156000
574,533236050,160,172500
575,533252040,20,318750
576,533253070,120,211500
577,533254050,20,241600
578,533254110,80,180500
579,533352150,20,150000
580,534125080,60,154000
581,534127130,20,185000
582,534127170,20,185750
583,534128010,60,200000
584,534128020,60,206000
585,534128100,60,162000
586,534128190,60,256900
587,534129080,80,197900
588,534129370,20,163000
589,534129380,20,113000
590,534151120,60,230000
591,534152120,20,167900
592,534175080,20,213250
593,534177230,60,227000
594,534200030,20,130000
595,534202170,20,143000
596,534226120,20,117500
597,534250400,60,168500
598,534251030,85,172500
599,534252240,20,161500
600,534275060,20,141500
601,534275100,20,118000
602,534276040,20,127500
603,534277090,20,140000
604,534278070,20,177625
605,534278230,90,110000
606,534400050,20,167000
607,534400290,20,153000
608,534402060,20,145100
609,534402140,20,154000
610,534402170,60,177500
611,534403370,80,158000
612,534426110,20,124500
613,534429150,80,174500
614,534431130,20,122000
615,534450150,30,82500
616,534451110,50,110000
617,534475185,20,149500
618,534475250,20,175000
619,534476150,20,167000
620,534476320,20,128900
621,534477110,50,140000
622,534478230,20,147000
623,535101120,90,124000
624,535104120,20,187500
625,535105100,20,159000
626,535125070,20,256000
627,535125090,60,205000
628,535126010,60,193500
629,535126100,20,110000
630,535150070,50,104900
631,535151040,20,150000
632,535152230,20,156500
633,535154060,20,176000
634,535154130,20,149500
635,535175030,20,139000
636,535175050,20,155000
637,535178040,20,120000
638,535178120,20,153000
639,535179160,20,144000
640,535300120,80,176000
641,535301170,20,153000
642,535302120,90,135000
643,535303110,20,131000
644,535303150,20,123000
645,535304100,20,126000
646,535325290,20,115000
647,535351050,20,164900
648,535352090,30,113000
649,535353040,20,145500
650,535353060,20,102900
651,535353140,190,95000
652,535353240,60,152500
653,535354070,20,129900
654,535354100,20,132000
655,535375010,20,99900
656,535375050,50,135000
657,535376060,60,149000
658,535377150,70,114000
659,535378020,30,109500
660,535378120,30,125000
661,535381040,50,142900
662,535382100,70,156500
663,535383060,30,59000
664,535383070,50,105000
665,535383110,30,106000
666,535383120,30,78500
667,535402010,90,190000
668,535402090,20,154000
669,535402270,20,163000
670,535402330,90,200000
671,535403190,20,143500
672,535403210,20,135000
673,535403280,20,153000
674,535425070,20,157500
675,535426150,20,113500
676,535450070,40,133000
677,535450160,90,92900
678,535450200,50,128500
679,535451170,90,90000
680,535451250,50,138000
681,535452090,20,128000
682,535452100,20,139000
683,535452140,20,118900
684,535453100,80,138000
685,535453200,20,132500
686,535454100,50,133500
687,535454160,50,135000
688,535475010,60,144750
689,535476110,90,145000
690,535476240,20,127000
691,535477150,20,109500
692,902101010,50,115000
693,902102080,50,110000
694,902103100,50,128900
695,902103120,90,103500
696,902103170,50,66500
697,902105050,50,130000
698,902105060,70,129000
699,902106010,70,150000
700,902106060,70,107500
701,902109130,190,94550
702,902109140,90,124500
703,902110080,60,135000
704,902134120,50,103000
705,902135020,20,93000
706,902201110,50,129500
707,902202150,190,93000
708,902204080,30,80000
709,902205010,30,45000
710,902205030,50,37900
711,902206260,30,91300
712,902207170,30,99500
713,902300090,190,113000
714,902301060,70,87500
715,902301080,50,110000
716,902325070,75,106000
717,902326030,70,265979
718,902327070,70,160000
719,902329080,70,119000
720,902330040,70,168000
721,902331010,30,58500
722,902401130,70,143000
723,902402150,30,85000
724,902405100,50,124900
725,902405120,50,119000
726,902406070,70,146500
727,902477120,30,34900
728,902477130,30,44000
729,903200080,70,223500
730,903201020,30,149000
731,903201080,50,205000
732,903202170,70,137000
733,903205040,30,121000
734,903226130,50,128000
735,903226170,50,134900
736,903227070,50,117000
737,903227090,50,132500
738,903228070,50,93000
739,903228120,45,119000
740,903230100,30,100000
741,903231010,50,141500
742,903231030,50,133000
743,903231060,30,60000
744,903231130,30,105000
745,903232060,30,115000
746,903234220,50,150000
747,903236040,30,126500
748,903400220,75,214500
749,903425245,70,167500
750,903427120,70,155000
751,903429080,70,155000
752,903429110,70,179900
753,903430060,75,104000
754,903430070,90,62500
755,903451090,70,149000
756,903458170,30,103000
757,903475100,70,123000
758,903476090,190,97500
759,903481120,50,135000
760,903481130,85,70000
761,903484110,190,116000
762,904100190,20,88750
763,904301060,90,179000
764,904301070,90,179000
765,904301100,90,159900
766,904301375,30,61000
767,904351200,70,103600
768,904351240,50,63000
769,905101260,80,175000
770,905101490,20,139000
771,905103040,60,172500
772,905103070,20,113500
773,905105190,20,130000
774,905107310,85,149900
775,905108190,85,134900
776,905108220,85,137000
777,905200220,20,139000
778,905200260,80,165000
779,905200350,80,148000
780,905225090,80,165000
781,905228050,20,63900
782,905229040,50,161500
783,905325020,20,143000
784,905377010,20,135000
785,905377130,30,82500
786,905401100,20,190000
787,905402060,20,139600
788,905402070,20,122000
789,905450020,20,127500
790,905451300,20,121500
791,905451340,20,60000
792,905452040,60,154400
793,905452050,30,113000
794,905475160,20,125000
795,905475500,20,84000
796,905476230,120,139500
797,905478030,50,131000
798,905480030,50,105000
799,905480210,70,108000
800,906201021,80,162000
801,906201050,80,156500
802,906201130,50,316600
803,906203120,20,271900
804,906223060,60,213000
805,906223080,60,239900
806,906223210,60,239500
807,906226060,70,131000
808,906226070,90,118964
809,906226080,90,153337
810,906226090,90,147983
811,906226100,90,118858
812,906226110,90,118858
813,906226120,90,142953
814,906226130,90,148325
815,906226140,90,113722
816,906230010,90,269500
817,906230020,90,269500
818,906230030,90,269500
819,906340100,20,323262
820,906340110,20,297000
821,906340120,20,295493
822,906340130,20,332000
823,906378110,20,239900
824,906380050,60,212000
825,906380060,20,272500
826,906380100,20,239000
827,906380130,20,220000
828,906380210,20,200000
829,906380220,20,221800
830,906392070,20,194500
831,906392110,20,237000
832,906392130,60,173000
833,906402060,80,275000
834,906426210,60,233500
835,906475070,60,185000
836,907126010,20,152000
837,907126050,20,143000
838,907130100,60,231500
839,907131090,60,212000
840,907131190,20,207000
841,907135040,20,145000
842,907135170,20,138000
843,907175100,60,197900
844,907180130,20,204000
845,907181100,20,192000
846,907185050,60,200000
847,907192030,60,195000
848,907192090,20,227000
849,907194010,60,230000
850,907194110,20,187100
851,907194160,20,203000
852,907196060,20,201000
853,907200230,20,124000
854,907201220,20,140000
855,907201280,20,134900
856,907202050,20,150500
857,907202080,20,136500
858,907202130,20,143500
859,907227030,20,133500
860,907227080,20,123000
861,907227110,85,133900
862,907227290,85,133000
863,907250070,20,250000
864,907252060,60,254750
865,907252210,20,236500
866,907252220,60,261500
867,907253130,60,313000
868,907260030,60,198500
869,907265010,60,211000
870,907275010,20,220000
871,907275090,20,203000
872,907275140,20,279500
873,907280170,20,210000
874,907285020,60,219500
875,907285050,60,191000
876,907290070,20,178000
877,907290090,20,213000
878,907290180,120,144000
879,907290210,120,140000
880,907410130,20,293200
881,907412020,60,190000
882,907414020,20,190000
883,907414080,60,173500
884,907420040,60,170000
885,908102050,20,108000
886,908102270,20,167000
887,908102290,20,100000
888,908128060,85,198500
889,908151050,60,159500
890,908152035,20,127000
891,908152100,80,125000
892,908154040,20,320000
893,908186080,180,145500
894,908201040,20,118000
895,908203090,20,85000
896,908225290,20,120000
897,908225370,50,98000
898,908229020,30,99900
899,908250030,20,82000
900,908275040,90,119900
901,908275110,20,103500
902,908276150,20,112000
903,909101010,50,110000
904,909101100,50,122000
905,909101140,50,117000
906,909129090,50,160000
907,909129100,50,159434
908,909175080,30,60000
909,909178160,50,139500
910,909179020,75,197000
911,909250080,70,105000
912,909250220,50,135000
913,909251050,30,147500
914,909251170,50,137450
915,909252020,70,155000
916,909253010,50,177000
917,909253180,50,145000
918,909254010,70,137000
919,909257050,70,234000
920,909275080,50,205000
921,909276110,70,177500
922,909276200,50,160000
923,909277090,20,155000
924,909277100,30,163500
925,909278020,50,154900
926,909279010,90,205000
927,909282130,20,144800
928,909425060,70,174500
929,909425130,20,193000
930,909426090,50,158000
931,909427200,20,158500
932,909428240,20,224000
933,909451040,160,115000
934,909451100,160,137000
935,909451140,160,121000
936,909451180,160,124000
937,909452050,80,208000
938,909475040,20,315000
939,909475300,20,222000
940,910202070,70,147000
941,910204050,70,123000
942,910205020,70,78000
943,911103050,50,85000
944,911104060,30,75000
945,911370500,120,230000
946,912251110,30,57625
947,914465020,60,251000
948,914465040,50,239686
949,914465055,20,240000
950,914474070,60,215000
951,914475010,85,156450
952,914475030,85,173000
953,914476020,90,126000
954,914476380,80,173000
955,914476430,20,152000
956,916176030,20,137500
957,916176125,20,375000
958,916380070,20,315500
959,916382010,60,224500
960,916382100,20,410000
961,916382110,20,316500
962,916386140,20,201000
963,916403010,20,175000
964,916403200,60,204000
965,916403250,80,213500
966,916455070,20,220000
967,916460110,60,170000
968,916475040,20,315000
969,921128050,20,425000
970,923201100,20,139500
971,923202060,20,115000
972,923203110,120,162000
973,923203190,120,165000
974,923225360,180,91000
975,923225490,20,130000
976,923226270,180,86000
977,923227080,20,160000
978,923228110,180,80000
979,923228150,160,97000
980,923228230,160,88000
981,923230200,85,131900
982,923252075,80,131250
983,923275040,85,165500
984,923275140,20,112000
985,923276260,85,149000
986,923400025,50,143000
987,923400110,60,130000
988,924100040,20,196000
989,924100060,60,173000
990,526351030,20,176500
991,526353050,20,237500
992,526354070,60,206900
993,527105050,60,187500
994,527106050,60,165000
995,527106140,60,195500
996,527106150,60,192000
997,527107010,60,173000
998,527107090,20,177900
999,527107210,60,175000
1000,527127140,120,286000
1001,527131110,120,247900
1002,527140090,120,180000
1003,527145090,120,180000
1004,527161010,60,181000
1005,527162180,60,183000
1006,527163100,60,188000
1007,527164120,60,194500
1008,527165010,60,185000
1009,527183030,120,189000
1010,527183060,120,188500
1011,527208010,60,355000
1012,527212050,60,325000
1013,527214030,20,387000
1014,527226020,20,115000
1015,527252080,120,334000
1016,527276040,20,133000
1017,527301170,60,215000
1018,527301245,20,226500
1019,527302050,20,175500
1020,527302070,20,181900
1021,527302185,20,235000
1022,527302210,20,220000
1023,527325070,60,272000
1024,527325240,20,161000
1025,527326130,20,175000
1026,527354160,60,185000
1027,527357110,60,146900
1028,527357180,60,292500
1029,527358120,20,180000
1030,527359030,20,159900
1031,527359070,60,205000
1032,527378020,20,157000
1033,527380240,60,306000
1034,527401130,90,133000
1035,527402060,20,151000
1036,527402130,20,111900
1037,527403360,20,123000
1038,527425035,20,111250
1039,527427110,120,181000
1040,527450110,160,103400
1041,527450250,160,100000
1042,527450520,160,100500
1043,527451060,160,106000
1044,527451290,160,85400
1045,527451400,160,89500
1046,527451550,160,111750
1047,527452150,120,140000
1048,527453160,160,143000
1049,527454120,120,148500
1050,527455270,20,110000
1051,528102030,20,394617
1052,528102110,60,426000
1053,528104050,20,385000
1054,528104080,60,446261
1055,528108150,20,317500
1056,528110080,20,372402
1057,528110110,20,417500
1058,528114040,20,383000
1059,528118030,60,390000
1060,528118090,60,460000
1061,528120130,60,379000
1062,528142020,60,250000
1063,528142140,60,316000
1064,528164060,20,615000
1065,528166120,60,412500
1066,528170070,60,284000
1067,528172080,20,284000
1068,528178070,60,421250
1069,528178090,60,370000
1070,528180110,120,336860
1071,528180140,120,367294
1072,528181010,120,192000
1073,528186030,120,274000
1074,528186080,120,266000
1075,528186130,120,370967
1076,528186160,120,234250
1077,528186170,120,219500
1078,528188090,160,155000
1079,528188150,160,154000
1080,528190010,120,207000
1081,528228345,120,195000
1082,528228405,120,219990
1083,528228445,120,191000
1084,528228465,20,159895
1085,528228540,20,187687
1086,528235020,60,179000
1087,528235120,60,193000
1088,528235180,80,190000
1089,528240040,60,176000
1090,528240050,60,188000
1091,528250030,60,213000
1092,528253020,120,217300
1093,528280130,60,186500
1094,528280180,60,226750
1095,528290010,60,184000
1096,528290090,60,176000
1097,528292060,60,225000
1098,528294060,60,185900
1099,528315060,75,284500
1100,528315110,60,315000
1101,528326030,60,250000
1102,528326110,60,291000
1103,528346050,20,350000
1104,528354100,60,279500
1105,528363020,60,290000
1106,528363110,20,350000
1107,528365060,60,341000
1108,528365080,60,287500
1109,528387050,60,271000
1110,528390020,20,301500
1111,528427010,20,235128
1112,528427070,60,214000
1113,528429050,20,232000
1114,528429070,20,240000
1115,528429080,20,264132
1116,528431060,20,245000
1117,528431080,20,227680
1118,528431120,60,257000
1119,528435020,60,297900
1120,528439010,20,247000
1121,528458030,20,212700
1122,528458050,20,250580
1123,528462040,20,182000
1124,528477040,60,226700
1125,528478030,60,250000
1126,528478040,60,250000
1127,528480060,60,339750
1128,528480160,60,205950
1129,528482020,20,256000
1130,528488140,20,230348
1131,528490080,60,207500
1132,531363060,20,141000
1133,531371070,60,188000
1134,531373060,60,192500
1135,531375050,20,146000
1136,531375110,20,159000
1137,531375120,20,155000
1138,531376010,60,173000
1139,531376070,20,170000
1140,531382090,60,182000
1141,531382110,60,163000
1142,531382120,20,193500
1143,531384030,60,189000
1144,531385060,60,190500
1145,531450030,60,175000
1146,531450090,20,179200
1147,531450170,60,187000
1148,531451020,120,193000
1149,531452140,120,153900
1150,532351050,20,128000
1151,532353050,20,144000
1152,532354150,20,135000
1153,532376170,190,115000
1154,532377020,20,119916
1155,532378200,20,142000
1156,532477030,20,192000
1157,532479020,50,140000
1158,533125080,60,290000
1159,533125140,60,372500
1160,533206050,120,196000
1161,533208080,160,171900
1162,533208140,120,178000
1163,533212050,160,165000
1164,533212140,160,146000
1165,533212150,160,146000
1166,533213070,160,179400
1167,533213120,160,172900
1168,533215020,120,300000
1169,533215030,120,285000
1170,533215040,120,290000
1171,533215070,120,305000
1172,533215080,120,328900
1173,533217050,160,160000
1174,533217060,160,170000
1175,533234020,60,223000
1176,533236060,160,170000
1177,533236070,160,200000
1178,533236090,160,345000
1179,533250050,120,245500
1180,533250110,120,217500
1181,533250160,120,324000
1182,533251120,20,162500
1183,533350090,60,150000
1184,533350120,20,290000
1185,534104100,60,205000
1186,534126090,20,174000
1187,534127210,80,183000
1188,534127230,20,150000
1189,534128050,20,145000
1190,534129060,20,215000
1191,534175140,90,140500
1192,534177180,60,240000
1193,534201240,60,141000
1194,534202130,20,147000
1195,534204030,20,135000
1196,534225110,90,145000
1197,534225120,90,142600
1198,534250010,90,135000
1199,534250335,60,170000
1200,534250370,60,299800
1201,534250410,60,185000
1202,534251280,60,173000
1203,534252090,85,178400
1204,534252270,60,176000
1205,534276190,20,98000
1206,534277060,20,109008
1207,534277070,20,135750
1208,534400030,20,155000
1209,534400060,20,180500
1210,534401130,80,174900
1211,534401190,20,140000
1212,534403050,20,145000
1213,534403080,80,179900
1214,534403100,80,168500
1215,534403260,20,140000
1216,534426040,20,145500
1217,534427040,20,142000
1218,534428020,20,141000
1219,534428100,20,153000
1220,534451080,20,72500
1221,534451170,30,52000
1222,534452060,190,118000
1223,534453140,70,87000
1224,534455030,20,141500
1225,534477080,50,119000
1226,534477090,20,141500
1227,534477270,80,165500
1228,534479150,20,112900
1229,535103050,60,201800
1230,535104020,20,163000
1231,535105030,20,139950
1232,535105060,20,174000
1233,535105090,80,165000
1234,535126140,60,227000
1235,535150210,20,135000
1236,535150280,20,124000
1237,535151160,20,140000
1238,535152200,20,136500
1239,535153140,20,185000
1240,535153150,20,163000
1241,535176100,20,166800
1242,535178060,20,139000
1243,535179060,20,166000
1244,535180100,20,136000
